"","INPUT_FID","NEAR_FID","DISTANCE"
"22119",194,398,278291.1642
"22141",42,175,278513.0653
"22159",59,154,278687.6055
"22182",26,54,278854.7406
"22192",33,151,278943.7945
"22210",21,33,279039.9004
"22218",61,190,279100.1579
"22225",61,155,279144.9651
"22229",33,173,279197.3414
"22231",55,170,279215.2522
"22254",27,177,279316.625
"22270",25,174,279416.6177
"22280",151,176,279474.5658
"22290",179,204,279572.6518
"22307",29,178,279656.4605
"22331",191,394,279856.5494
"22373",152,173,280125.0917
"22380",55,151,280163.3368
"22410",150,167,280417.1896
"22430",151,194,280545.2826
"22441",43,403,280694.7138
"22464",29,52,280807.1087
"22509",168,190,281225.043
"22528",32,51,281362.8133
"22529",148,211,281370.8007
"22543",50,171,281516.2973
"22545",22,171,281528.2211
"22553",169,212,281577.6153
"22554",61,170,281588.9321
"22564",174,177,281661.2158
"22579",172,212,281771.9551
"22588",24,54,281820.4688
"22605",22,167,281961.2084
"22606",165,179,281974.4392
"22646",167,175,282389.2591
"22647",148,393,282389.7976
"22653",33,168,282420.7594
"22673",51,172,282562.0486
"22705",167,177,282722.2114
"22721",50,170,282820.7553
"22777",172,403,283304.4027
"22800",167,196,283515.3255
"22804",27,172,283545.4886
"22805",32,190,283546.5515
"22810",21,177,283584.3865
"22821",30,179,283690.6489
"22827",42,211,283727.4466
"22852",168,204,283890.5753
"22895",50,173,284181.6124
"22910",21,166,284249.8028
"22916",162,193,284266.6297
"22986",166,192,284862.9864
"22997",30,50,284975.1804
"23040",152,172,285257.8213
"23074",27,173,285521.1396
"23095",22,392,285689.6098
"23131",51,170,285963.8727
"23182",41,212,286379.7745
"23193",153,195,286472.5257
"23197",161,193,286511.6068
"23211",155,393,286604.7763
"23260",168,192,287107.7861
"23269",33,149,287134.0343
"23284",169,175,287243.1112
"23296",52,392,287332.813
"23306",169,191,287401.4919
"23309",22,191,287421.1985
"23311",41,55,287428.4455
"23347",27,54,287665.8526
"23352",23,33,287697.1028
"23356",162,195,287720.9103
"23379",169,190,287901.4698
"23432",30,190,288373.2011
"23439",33,160,288414.8
"23463",59,161,288581.0882
"23471",52,393,288609.5921
"23473",59,169,288625.5032
"23481",164,204,288661.2402
"23495",26,211,288755.3248
"23504",161,208,288794.668
"23506",150,171,288796.2167
"23523",159,176,288926.8502
"23540",164,203,289063.4293
"23547",164,179,289133.5313
"23572",148,175,289295.4306
"23620",55,179,289792.8721
"23641",155,208,289971.9579
"23642",165,203,289977.9216
"23645",169,178,290001.5634
"23721",31,192,290564.595
"23732",152,195,290633.123
"23756",29,51,290858.7827
"23759",149,176,290885.7463
"23762",23,167,290896.2465
"23775",26,175,290983.9505
"23809",149,212,291270.6931
"23825",172,196,291409.1875
"23836",21,192,291464.4673
"23846",43,175,291514.2426
"23853",22,168,291601.6871
"23873",153,392,291807.009
"23876",31,211,291827.072
"23927",54,148,292205.5273
"23935",55,394,292279.3942
"23946",43,50,292368.1203
"23964",23,168,292584.3961
"23996",28,203,292824.1352
"24014",21,51,292924.7151
"24029",32,179,293028.6932
"24033",25,191,293065.6447
"24036",150,176,293072.9194
"24056",150,174,293168.1859
"24090",171,212,293456.609
"24108",29,54,293572.1707
"24114",148,168,293598.3762
"24117",27,203,293651.5844
"24120",29,191,293660.9365
"24145",42,43,293859.3743
"24148",152,196,293884.1411
"24182",32,178,294189.4489
"24245",61,152,294668.1703
"24273",166,204,294866.2185
"24316",173,175,295117.6211
"24326",23,171,295181.9696
"24362",159,204,295407.3744
"24374",196,398,295525.7883
"24382",28,192,295574.797
"24395",176,398,295673.1046
"24433",29,177,295946.7658
"24446",50,172,296010.9157
"24463",148,167,296138.0431
"24473",22,177,296229.2979
"24487",21,52,296402.7239
"24492",32,177,296437.3397
"24497",61,392,296476.2163
"24534",22,203,296750.3317
"24566",59,203,296977.9583
"24595",161,204,297216.5181
"24658",25,52,297733.9385
"24700",153,196,297974.0355
"24712",393,403,298053.3232
"24739",22,174,298237.5682
"24746",149,194,298298.4698
"24774",175,394,298488.7013
"24857",167,191,299021.2241
"24860",27,192,299044.5268
"24889",174,191,299271.0803
"24937",153,173,299607.6319
"24943",161,195,299635.3649
"24962",25,177,299784.7697
"24994",24,211,300020.2177
"24999",55,392,300043.1783
"25020",24,175,300168.034
"25034",153,204,300234.1899
"25037",179,196,300260.3845
"25059",149,173,300477.2501
"25075",152,204,300608.1554
"25080",59,398,300639.1725
"25083",22,52,300681.6904
"25085",32,191,300704.6783
"25097",31,59,300778.2118
"25140",21,167,301067.5877
"25165",31,203,301223.5049
"25175",155,173,301313.4534
"25177",22,51,301333.2181
"25180",23,211,301347.4872
"25202",25,51,301539.0165
"25243",28,43,301864.6331
"25295",43,151,302351.1768
"25310",395,403,302477.1146
"25326",59,190,302595.6783
"25331",42,212,302615.748
"25365",148,171,302833.4952
"25370",30,52,302894.6797
"25385",149,172,303010.5134
"25388",151,193,303035.9685
"25390",171,208,303057.0283
"25403",23,54,303154.2917
"25412",21,171,303256.6017
"25465",159,193,303766.2675
"25489",24,172,303985.9771
"25516",61,153,304123.6613
"25519",24,173,304151.2709
"25594",164,176,304616.227
"25656",42,55,305015.1603
"25658",208,398,305031.172
"25672",173,177,305164.5644
"25673",153,172,305170.2632
"25723",23,174,305441.336
"25742",30,178,305539.3126
"25746",150,392,305578.3806
"25750",55,149,305589.0849
"25759",174,194,305652.3878
"25768",41,194,305719.3835
"25775",165,204,305827.3059
"25803",23,392,306020.3674
"25804",21,168,306024.736
"25813",43,152,306046.1604
"25818",166,203,306059.4272
"25832",59,155,306170.0489
"25874",25,203,306472.7956
"25876",59,170,306476.4753
"25900",392,403,306639.3629
"25908",212,394,306667.1253
"25916",150,212,306710.8225
"25964",192,394,307055.826
"25983",23,175,307156.525
"25996",155,392,307239.3146
"26079",167,178,307988.8819
"26086",174,211,308036.6265
"26100",169,208,308082.0485
"26108",150,194,308127.888
"26135",33,163,308313.2454
"26155",28,175,308461.1508
"26164",22,192,308516.2587
"26186",159,195,308651.0173
"26187",166,179,308655.1881
"26199",171,177,308711.1352
"26212",54,395,308814.8413
"26213",61,394,308821.0917
"26232",43,177,308944.3423
"26235",155,172,308990.2715
"26297",33,148,309414.767
"26327",148,174,309629.8672
"26350",172,175,309792.3141
"26394",174,178,310104.6827
"26398",169,211,310133.6111
"26410",43,194,310218.7581
"26446",33,150,310493.1576
"26456",171,175,310543.5133
"26473",33,158,310645.1247
"26476",168,203,310655.8707
"26514",21,392,310891.5602
"26522",169,196,310947.2249
"26547",167,211,311111.7459
"26555",31,194,311159.331
"26577",50,393,311309.3671
"26608",170,212,311633.001
"26611",164,195,311648.3897
"26616",29,43,311682.3618
"26620",167,190,311727.3839
"26644",31,196,311892.9829
"26651",52,395,311921.7391
"26660",61,151,311996.7455
"26674",167,194,312112.1294
"26733",169,179,312500.3797
"26793",148,176,312957.2186
"26798",170,177,312979.7582
"26832",33,152,313218.5494
"26839",171,196,313245.2201
"26842",165,176,313261.0978
"26844",168,195,313267.6563
"26846",30,54,313275.4343
"26887",203,394,313607.0398
"26891",41,176,313627.4373
"26896",26,173,313634.4097
"26906",211,394,313700.3604
"26930",41,61,313909.9442
"26938",152,208,313962.3315
"26969",31,208,314207.7861
"26989",26,172,314376.8434
"26994",43,204,314415.6474
"27002",193,398,314477.5187
"27003",30,51,314486.7483
"27015",28,211,314522.4782
"27022",55,393,314562.6148
"27028",164,193,314610.8941
"27048",50,395,314786.3913
"27067",169,192,315018.3243
"27076",168,176,315095.583
"27102",29,203,315278.954
"27134",32,55,315513.6641
"27137",25,192,315523.0914
"27147",174,190,315605.5159
"27186",149,193,315876.2476
"27257",21,174,316398.1381
"27287",25,172,316642.4699
"27323",61,393,316967.8576
"27327",148,392,317001.9212
"27359",33,156,317310.4479
"27370",25,54,317387.6652
"27373",27,175,317408.7009
"27376",51,393,317420.5611
"27392",30,43,317546.9086
"27394",166,176,317551.8819
"27466",172,177,318123.6819
"27506",29,192,318478.9094
"27562",151,196,318901.2126
"27565",173,194,318916.3239
"27582",25,173,318980.9058
"27595",59,392,319111.0676
"27598",30,191,319117.0282
"27655",150,193,319498.5059
"27656",51,392,319502.771
"27689",168,179,319762.8256
"27718",50,392,319983.8295
"27740",153,208,320170.0156
"27752",42,194,320230.8162
"27803",204,398,320617.2133
"27832",30,177,320823.1396
"27837",166,195,320845.2019
"27866",27,211,321100.2393
"27885",43,155,321296.3376
"27893",32,175,321352.9834
"27921",170,175,321586.4372
"27925",168,193,321599.3705
"27960",33,43,321846.9066
"28046",169,194,322386.0023
"28100",27,43,322868.9971
"28136",59,152,323149.7296
"28197",151,195,323549.0693
"28198",21,54,323572.6167
"28202",174,204,323605.6927
"28208",22,54,323650.2993
"28247",171,191,323942.8674
"28293",21,211,324314.6038
"28304",26,212,324400.8138
"28310",43,153,324436.969
"28348",173,191,324708.1949
"28402",26,176,325122.2397
"28425",42,176,325253.6327
"28437",165,193,325323.5606
"28438",170,191,325327.091
"28453",165,195,325426.4662
"28465",174,192,325546.7487
"28496",167,192,325773.1399
"28514",195,398,325926.1625
"28543",55,150,326107.0588
"28548",166,193,326133.6923
"28605",43,211,326604.9317
"28651",170,190,326964.3296
"28756",32,192,327703.8001
"28776",173,211,327831.8761
"28845",33,154,328329.1067
"28894",170,178,328703.6353
"28968",148,212,329273.9622
"28995",169,203,329444.7588
"29035",28,55,329818.3183
"29040",21,175,329850.4075
"29056",148,194,329955.4311
"29079",32,212,330128.9396
"29111",173,204,330350.2531
"29116",151,204,330397.5836
"29123",170,208,330455.0461
"29138",28,212,330558.5516
"29154",43,191,330692.2273
"29171",24,212,330798.6501
"29207",43,149,331116.1457
"29218",29,175,331179.4822
"29227",171,178,331222.6483
"29244",33,153,331350.3331
"29248",32,61,331388.9969
"29280",179,208,331657.3044
"29315",42,61,331934.9416
"29345",59,153,332156.214
"29354",150,173,332243.6247
"29364",41,196,332300.7595
"29405",26,194,332639.0519
"29437",32,203,332844.0695
"29446",167,204,332907.435
"29468",51,395,333091.4936
"29478",171,190,333153.469
"29491",61,179,333249.6369
"29659",172,194,334468.9966
"29675",23,176,334578.7077
"29738",150,172,335040.0665
"29750",41,193,335185.4332
"29838",32,211,335835.0049
"29875",151,208,336078.5305
"29905",26,55,336304.6812
"29928",22,172,336474.5238
"30000",170,196,336926.7231
"30013",172,191,337018.8138
"30022",190,395,337059.0864
"30026",59,394,337110.5995
"30085",29,211,337520.3336
"30103",22,211,337684.2792
"30119",194,394,337823.6067
"30122",24,176,337839.4453
"30148",22,173,338003.2489
"30163",212,392,338099.3633
"30177",173,178,338244.9067
"30197",171,211,338384.1062
"30232",61,149,338716.0833
"30262",31,176,338984.9978
"30267",24,43,339016.0825
"30313",149,195,339289.8818
"30327",24,55,339370.8319
"30385",22,175,339729.8831
"30396",148,193,339773.937
"30525",25,175,340812.9834
"30551",59,151,340987.8764
"30560",171,194,341042.9646
"30600",30,203,341302.1306
"30626",25,211,341535.1841
"30646",59,393,341689.6856
"30669",172,211,341924.614
"30679",24,194,341983.9302
"30684",149,196,342034.9021
"30759",27,212,342595.4648
"30770",177,393,342664.9093
"30831",41,59,343123.528
"30988",30,192,344132.2354
"31029",23,212,344446.8108
"31055",41,208,344651.6096
"31067",167,179,344745.6562
"31068",179,395,344751.8805
"31074",196,394,344766.7609
"31082",27,55,344811.9572
"31134",23,173,345193.444
"31260",23,172,345991.154
"31268",212,393,346022.9514
"31275",170,211,346083.6358
"31281",173,190,346127.6258
"31295",150,195,346246.3755
"31296",167,203,346248.9977
"31381",31,204,346808.6878
"31391",172,204,346880.935
"31410",26,43,347104.5407
"31469",42,193,347604.492
"31492",174,203,347729.6365
"31493",43,178,347743.3881
"31496",208,392,347800.8164
"31523",178,395,347986.2484
"31577",23,194,348304.9019
"31640",55,148,348688.2954
"31649",177,392,348758.2962
"31671",208,394,348925.0248
"31686",148,173,349039.1247
"31701",42,196,349196.5486
"31744",172,178,349491.9689
"31751",177,395,349559.1913
"31780",149,204,349838.9751
"31798",29,55,349935.536
"31814",173,192,350036.4264
"31817",28,194,350065.8218
"31852",26,193,350281.8103
"31934",190,393,350921.6223
"31944",171,192,351009.0328
"31947",174,179,351033.8474
"31952",148,172,351058.8137
"31990",170,179,351379.855
"31999",41,195,351428.2587
"32057",41,204,351862.2207
"32119",29,212,352342.985
"32122",169,204,352358.8888
"32187",170,192,352884.5487
"32268",175,392,353385.0507
"32291",191,393,353565.8233
"32324",174,195,353786.0095
"32351",175,393,353932.7835
"32396",43,195,354252.1411
"32407",191,395,354338.7516
"32417",43,192,354410.5075
"32431",28,61,354492.4917
"32461",31,193,354681.6791
"32486",178,393,354838.8314
"32494",30,175,354903.1481
"32543",170,194,355245.7329
"32547",174,176,355302.6452
"32631",21,172,356057.488
"32653",21,173,356258.0056
"32655",172,190,356264.9342
"32663",28,176,356315.4224
"32706",25,43,356623.2621
"32760",33,157,356965.9562
"32795",59,179,357300.531
"32818",21,176,357515.9523
"32882",169,176,358016.0212
"32914",196,392,358331.7888
"32972",55,395,358742.4955
"32978",167,176,358771.7995
"32985",150,196,358839.8033
"33004",43,190,359009.8491
"33027",27,194,359210.8786
"33072",32,59,359524.7859
"33092",176,394,359801.9672
"33161",23,55,360267.5973
"33172",31,195,360315.0135
"33210",33,53,360647.5669
"33228",167,195,360794.4909
"33236",149,208,360845.0097
"33243",32,194,360895.7018
"33246",23,193,360922.6061
"33282",42,59,361152.0773
"33310",61,150,361329.2799
"33316",27,176,361385.0089
"33331",150,204,361467.015
"33422",174,193,362143.2193
"33426",42,208,362163.4796
"33436",43,150,362201.0504
"33449",30,211,362275.691
"33463",24,193,362355.4481
"33498",191,392,362550.6785
"33500",171,204,362563.0163
"33518",172,192,362712.9187
"33580",171,179,363196.8909
"33678",33,155,363759.8538
"33900",42,195,365262.5524
"33923",173,195,365436.8878
"33994",208,393,365919.3058
"34049",21,212,366427.6944
"34123",167,193,367053.3586
"34136",190,392,367131.074
"34159",42,204,367328.8285
"34169",148,195,367399.1738
"34193",59,149,367563.7247
"34200",178,392,367592.0669
"34232",26,61,367847.3324
"34272",170,203,368095.7917
"34278",32,196,368194.4982
"34389",30,55,368943.8592
"34425",24,61,369151.6861
"34471",25,212,369482.4051
"34532",171,203,369963.019
"34579",61,395,370308.9904
"34641",43,176,370784.0255
"34675",169,193,370954.1489
"34677",27,61,370997.7767
"34693",21,194,371073.9809
"34736",179,393,371306.4748
"34768",43,193,371480.3952
"34834",169,195,371890.9236
"34840",22,212,371945.3026
"34857",32,208,372050.5236
"34871",196,393,372184.7744
"34937",29,194,372728.4959
"34942",175,395,372743.1519
"35018",29,61,373288.9577
"35062",22,176,373688.9765
"35080",26,195,373806.8384
"35115",173,176,373994.5048
"35125",30,212,374069.5672
"35183",26,196,374561.1471
"35184",22,43,374565.6271
"35204",173,203,374717.7923
"35216",25,55,374797.759
"35353",28,196,375902.1577
"35426",204,394,376482.4979
"35514",211,393,377082.0212
"35572",193,394,377526.6357
"35636",173,193,378038.825
"35650",212,395,378132.7225
"35695",23,43,378410.3926
"35704",28,193,378493.4587
"35802",29,176,379332.8903
"35832",25,176,379620.2953
"35875",24,196,379875.4074
"35899",211,392,380019.17
"35903",150,208,380054.5072
"35927",43,148,380248.6362
"36021",21,55,380874.9908
"36075",22,55,381200.7971
"36077",192,393,381216.8656
"36093",172,195,381314.1603
"36106",192,395,381403.5571
"36110",22,194,381433.5144
"36119",148,196,381467.5424
"36146",32,176,381604.2802
"36206",170,204,382015.152
"36223",43,203,382166.432
"36275",25,194,382666.7071
"36389",148,204,383560.9643
"36397",28,59,383637.0028
"36408",61,148,383692.2423
"36439",26,204,383874.5797
"36444",21,193,383897.6765
"36504",24,195,384364.6935
"36506",173,179,384381.0032
"36531",27,193,384576.1379
"36567",194,392,384884.0076
"36750",171,176,386208.3308
"36779",195,394,386386.928
"36797",172,203,386478.2012
"36815",203,395,386603.1194
"36890",28,208,387172.6904
"36892",23,195,387204.2863
"37067",172,176,388421.7876
"37079",194,393,388511.3838
"37084",211,395,388544.2263
"37163",27,196,389271.8622
"37232",59,150,389822.0964
"37246",171,195,389886.291
"37257",192,392,389928.7735
"37319",30,61,390320.4034
"37397",21,43,390925.2848
"37560",24,204,392105.5771
"37575",26,208,392184.6645
"37680",172,179,392928.027
"37686",179,392,392987.1181
"37707",172,193,393122.5134
"37761",23,61,393478.8006
"37827",170,176,394064.9214
"37867",203,393,394358.9924
"37973",171,193,395264.5267
"38005",28,195,395554.5387
"38042",23,196,395803.9057
"38050",24,208,395853.0765
"38113",28,204,396277.2694
"38114",30,194,396278.0117
"38206",26,59,396891.1281
"38232",29,196,397007.8034
"38302",59,395,397479.9554
"38390",24,59,398318.6046
"38487",22,193,399054.654
"38604",32,193,399815.8378
"38613",32,204,399895.2302
"38661",27,59,400198.0382
"38794",23,204,401063.2802
"38846",43,179,401415.6054
"38862",29,193,401507.1014
"38924",27,208,402023.3146
"38936",33,403,402105.8345
"38969",29,59,402341.629
"38974",25,61,402366.032
"39016",148,208,402704.4807
"39040",33,54,402896.7049
"39142",27,195,403628.1061
"39199",25,193,404045.0536
"39272",30,176,404554.4637
"39284",170,195,404660.704
"39431",170,193,405871.2488
"39460",378,399,406065.97
"39557",203,392,406793.7607
"39575",27,204,406941.286
"39619",29,208,407331.4069
"39631",204,392,407437.1363
"39904",32,195,409334.3079
"39924",33,52,409503.5758
"40016",21,195,410153.0275
"40110",22,61,410859.2497
"40212",194,395,411605.5305
"40301",59,148,412242.097
"40429",21,61,413216.26
"40452",196,395,413348.4556
"40554",208,395,414157.2696
"40586",33,50,414425.4617
"40692",23,208,415321.6239
"40824",204,393,416568.4454
"40937",21,196,417467.8804
"40943",25,196,417495.0795
"40947",30,196,417500.8746
"41075",29,195,418392.8436
"41098",29,204,418524.986
"41187",30,59,419180.6137
"41481",22,196,421391.0508
"41595",23,59,422339.4404
"41654",22,195,422756.1368
"41777",21,204,423650.0886
"41942",176,393,424959.4239
"42039",25,195,425589.8299
"42153",30,208,426301.2364
"42164",30,193,426384.6918
"42356",176,392,427977.8152
"42852",25,59,431584.7784
"42871",25,208,431768.2561
"42891",193,404,431947.4191
"42903",33,51,432031.6074
"42908",25,204,432062.3008
"42944",22,204,432346.6384
"43161",195,392,433921.9817
"43265",176,395,434669.3023
"43303",33,190,434909.2021
"43460",21,208,436312.0299
"43545",195,404,436865.7793
"43667",22,208,437654.6317
"43696",193,393,437808.6123
"43721",195,393,437994.8799
"43733",193,392,438075.2414
"43843",33,179,438926.7135
"44017",22,59,440038.8935
"44143",30,204,441090.7978
"44289",21,59,442193.2503
"44323",30,195,442429.0267
"44757",176,404,445766.3478
"44901",33,178,446916.4417
"45111",204,395,448514.8024
"45206",33,177,449171.5676
"45288",33,55,449803.4571
"45605",193,395,452310.7164
"45775",176,378,453624.2644
"45821",33,191,453891.054
"46114",203,378,456284.2537
"46149",33,61,456476.3111
"46226",193,378,457117.8524
"46636",195,395,460435.1769
"48070",33,175,471401.0599
"48250",204,404,472926.4776
"48383",33,212,473877.1336
"48573",192,378,475300.4907
"49285",33,192,480887.0451
"49421",33,59,482152.16
"49790",194,404,485040.8449
"49815",195,378,485221.1556
"49822",33,203,485250.5651
"50163",33,211,488004.1282
"50213",179,378,488358.5253
"50221",195,399,488440.051
"50811",211,404,493185.4434
"51033",193,399,494888.5718
"51124",178,378,495578.9341
"51357",211,378,497307.467
"51530",192,404,498636.9786
"51577",190,378,499031.6332
"51653",203,404,499611.7913
"51952",191,378,501942.9512
"52151",33,208,503471.7514
"52475",33,196,506025.5566
"52933",33,194,509678.2734
"53286",204,399,512415.643
"53549",176,399,514675.98
"53748",175,404,516279.878
"54117",177,378,519265.7057
"54184",194,378,519821.3577
"54837",191,404,525258.5158
"55414",177,404,530276.1162
"55685",175,378,532602.5376
"55785",196,404,533487.8244
"55871",33,176,534258.934
"56006",178,404,535390.0563
"56099",212,404,536019.9284
"56256",204,378,537310.2361
"56328",194,399,537927.9111
"57065",50,378,544207.6481
"57104",33,204,544603.2121
"57896",33,193,551639.7459
"57989",51,404,552311.7853
"58058",190,404,553003.9573
"58302",51,378,555111.9968
"58582",378,403,557447.8701
"58735",33,195,558762.9907
"58777",211,399,559054.4656
"59021",208,404,561171.9239
"59396",50,404,564589.5081
"59573",196,399,566460.9916
"59625",155,378,566824.5721
"59964",179,404,569911.6655
"60487",175,399,574799.4225
"60543",192,399,575247.202
"60705",212,378,576802.169
"60736",403,404,577083.8703
"61187",212,399,581454.3115
"61274",52,404,582212.1813
"61427",203,399,583692.0371
"61765",55,404,586914.1837
"61800",208,399,587268.826
"62378",52,378,592593.6209
"62757",153,378,596239.1566
"63066",196,378,599327.2707
"63079",177,399,599427.2956
"63118",191,399,599770.1564
"63857",59,404,606761.3092
"63903",54,404,607155.0095
"64081",154,378,609020.1667
"64136",157,378,609564.2573
"64432",61,404,612519.6893
"64565",51,399,613949.4533
"64691",152,378,615166.4654
"64721",178,399,615552.2614
"65252",150,378,621721.5988
"65416",53,378,623492.6867
"65438",55,399,623784.4633
"65456",155,404,623958.8349
"65526",157,404,624556.1378
"65714",53,404,626804.3913
"65909",148,378,628843.4166
"65948",59,399,629246.3587
"66261",54,378,632477.222
"66500",50,399,635124.9184
"66555",208,378,635649.231
"66699",55,378,637086.4549
"66717",190,399,637261.459
"66808",52,399,638374.6128
"66817",156,378,638476.5206
"67044",61,399,640974.6463
"67066",149,378,641200.1643
"67549",399,403,646489.1265
"67722",151,378,648493.6482
"68001",154,404,652190.2926
"68142",23,378,653663.4703
"68236",54,399,654771.7516
"68613",160,378,659484.7029
"68638",158,378,659709.5115
"68884",153,404,662474.5042
"68910",156,404,662755.5667
"68917",179,399,662869.595
"69115",26,378,665305.0489
"69494",161,378,669723.4013
"69554",21,378,670338.5253
"69847",158,404,674094.7747
"69931",61,378,675610.4218
"69970",152,404,675949.3706
"70422",59,378,681758.9455
"70593",24,378,684034.9989
"70782",53,399,686219.0439
"70927",163,378,688173.2004
"71010",157,399,689129.5428
"71012",163,404,689159.0308
"71146",160,404,690811.6031
"71453",41,378,694880.1358
"71658",42,378,697596.8852
"71775",378,398,699133.1398
"71846",162,378,700161.071
"71873",22,378,700577.0927
"72219",155,399,705386.2579
"72403",150,404,707916.5899
"72604",161,404,710274.3334
"72737",151,404,712259.5817
"72798",159,378,713044.8223
"72992",162,404,715761.0661
"73025",149,404,716191.7544
"73228",25,378,719191.1741
"73230",27,378,719240.0829
"73480",148,404,722591.4829
"73689",28,378,725513.105
"73766",154,399,726823.3213
"73924",156,399,729180.0744
"74308",159,404,734606.1861
"74386",158,399,735752.4291
"74644",398,404,739656.5054
"74925",164,378,744116.9023
"74933",163,399,744184.665
"74999",29,378,745277.0999
"75015",153,399,745481.1558
"75045",164,404,746100.7541
"75050",165,378,746191.8075
"75134",23,404,747395.2354
"75162",26,404,747708.9397
"75324",168,404,750026.4836
"75456",41,404,752210.4562
"75635",31,378,755376.6455
"75700",152,399,756311.3012
"75729",166,404,756675.959
"75762",165,404,757270.0475
"75848",160,399,758812.7688
"75933",166,378,760140.5276
"75993",42,404,761199.5828
"76046",168,378,762003.9522
"76124",378,394,763208.5895
"76173",24,404,763818.0939
"76457",21,404,768573.2296
"76583",30,378,770627.9748
"76867",162,399,775963.1435
"77125",32,378,779896.0447
"77192",161,399,781192.9553
"77374",31,404,784741.4597
"77420",169,378,785468.347
"77536",43,404,787340.9924
"77707",174,404,790585.4752
"77791",28,404,792185.9534
"77795",151,399,792254.1239
"77819",22,404,792597.2116
"77856",27,404,793224.2874
"78033",168,399,796292.1777
"78040",150,399,796402.5971
"78048",159,399,796556.3868
"78070",167,404,797099.0608
"78168",164,399,798944.539
"78244",149,399,800272.2618
"78271",174,378,800789.8913
"78282",167,378,800962.7704
"78308",173,404,801665.5583
"78360",169,404,802806.7187
"78453",394,404,804586.5151
"78454",25,404,804595.7739
"78565",166,399,806592.3407
"78723",398,399,809351.9161
"78936",148,399,813260.1909
"78965",165,399,813707.034
"79024",29,404,814770.2287
"79188",172,404,817781.1628
"79312",43,399,820200.9453
"79484",43,378,823862.0315
"79490",173,378,823943.9884
"79502",170,378,824254.625
"79566",171,378,825655.5316
"79572",32,404,825819.0438
"79575",171,404,825879.7169
"79658",41,399,828184.9659
"79848",378,395,832447.3554
"79901",26,399,833419.6246
"80026",174,399,835997.2759
"80082",23,399,837240.5465
"80084",172,378,837268.3177
"80112",170,404,837796.4744
"80191",42,399,839310.4825
"80251",30,404,840743.9732
"80262",173,399,840914.2929
"80452",167,399,845201.0537
"80587",24,399,848018.9154
"80588",31,399,848044.1313
"80669",378,393,849634.9098
"81034",172,399,857752.348
"81101",21,399,859376.2092
"81142",169,399,860241.6907
"81291",378,392,863069.2084
"81549",392,404,869333.456
"81560",393,404,869703.3491
"81588",28,399,870449.514
"81676",394,399,872240.1889
"81746",27,399,874283.883
"81767",171,399,874793.3084
"81945",395,404,879312.1563
"81991",22,399,880441.0997
"82354",25,399,889638.3075
"82453",170,399,892318.0633
"82497",29,399,893425.4634
"82557",32,399,894653.8091
"83430",30,399,918874.3636
"83461",392,399,919530.8644
"83690",393,399,926081.1833
"83735",33,378,927284.4145
"84369",395,399,946914.0749
"85311",33,404,978939.4282
"86801",33,399,1045979.744
